epoch,accuracy,loss,val_accuracy,val_loss
0,0.5267639756202698,0.6718859672546387,0.4878048896789551,0.6726223230361938
1,0.6374695897102356,0.630969762802124,0.49268293380737305,0.6868237853050232
2,0.7262773513793945,0.5681918263435364,0.5756097435951233,0.7126990556716919
3,0.7007299065589905,0.5808178186416626,0.6000000238418579,0.6022765636444092
4,0.7749391794204712,0.5026477575302124,0.785365879535675,0.4872792065143585
